Time,Displacement,Force,Tensile strain (Strain 1),Tensile stress
(s),(mm),(kN),(%),(MPa)
70.02,2.3321,2.595,0.1157,121.9612
70.04,2.3328,2.5958,0.1155,121.9968
70.06,2.3335,2.5965,0.1156,122.0297
70.08,2.3342,2.5971,0.1177,122.0594
70.1,2.3348,2.5977,0.1194,122.0865
70.12,2.3355,2.5983,0.1198,122.1157
70.14,2.3362,2.5988,0.1196,122.1406
70.16,2.3368,2.5994,0.1191,122.1671
70.18,2.3374,2.5999,0.1189,122.1926
70.2,2.338,2.6005,0.1187,122.2171
70.22,2.3387,2.6011,0.1185,122.2479
70.24,2.3394,2.6017,0.1183,122.2772
70.26,2.3401,2.6024,0.1183,122.3098
70.28,2.3407,2.6031,0.1181,122.3421
70.3,2.3414,2.6037,0.118,122.3716
70.32,2.3421,2.6044,0.1178,122.4036
70.34,2.3428,2.605,0.1176,122.4306
70.36,2.3434,2.6056,0.1189,122.4588
70.38,2.3441,2.6062,0.1211,122.4885
70.4,2.3448,2.6068,0.1219,122.5161
70.42,2.3454,2.6075,0.1219,122.5475
70.44,2.3461,2.6082,0.1217,122.5802
70.46,2.3468,2.6088,0.1213,122.6086
70.48,2.3474,2.6094,0.1212,122.6358
70.5,2.3481,2.6101,0.1209,122.668
70.52,2.3488,2.6107,0.1206,122.6992
70.54,2.3495,2.6114,0.1204,122.7317
70.56,2.3502,2.612,0.1202,122.7596
70.58,2.3508,2.6126,0.12,122.7863
70.6,2.3515,2.6132,0.1198,122.8162
70.62,2.3521,2.6138,0.1199,122.8448
70.64,2.3528,2.6144,0.12,122.8705
70.66,2.3534,2.6149,0.1226,122.8972
70.68,2.3541,2.6155,0.124,122.9219
70.7,2.3547,2.6162,0.1242,122.9559
70.72,2.3554,2.6168,0.1238,122.9867
70.74,2.3561,2.6175,0.1235,123.016
70.76,2.3568,2.618,0.1234,123.0432
70.78,2.3575,2.6186,0.1231,123.0697
70.8,2.3581,2.6192,0.1228,123.0989
70.82,2.3588,2.6198,0.1224,123.1279
70.84,2.3594,2.6204,0.1223,123.1543
70.86,2.3601,2.621,0.1223,123.1829
70.88,2.3607,2.6215,0.1221,123.208
70.9,2.3613,2.6221,0.1218,123.2345
70.92,2.362,2.6228,0.1217,123.2674
70.94,2.3627,2.6235,0.1237,123.2996
70.96,2.3634,2.6241,0.1258,123.3305
70.98,2.3641,2.6248,0.1262,123.3632
71,2.3648,2.6255,0.1261,123.3941
71.02,2.3655,2.6262,0.1258,123.4267
71.04,2.3662,2.6269,0.1256,123.4585
71.06,2.3669,2.6275,0.1253,123.4899
71.08,2.3675,2.6281,0.1251,123.5185
71.1,2.3682,2.6288,0.1249,123.5487
71.12,2.3688,2.6294,0.1246,123.5753
71.14,2.3695,2.6299,0.1244,123.6025
71.16,2.3701,2.6305,0.1242,123.6269
71.18,2.3708,2.6311,0.124,123.6552
71.2,2.3715,2.6317,0.1238,123.6848
71.22,2.3722,2.6324,0.1244,123.7203
71.24,2.3729,2.6332,0.127,123.7541
71.26,2.3736,2.6338,0.1283,123.7841
71.28,2.3742,2.6343,0.1284,123.8091
71.3,2.3749,2.635,0.1281,123.8396
71.32,2.3756,2.6356,0.1278,123.8687
71.34,2.3762,2.6361,0.1275,123.8919
71.36,2.3768,2.6366,0.1272,123.9145
71.38,2.3774,2.6371,0.1271,123.9383
71.4,2.3781,2.6376,0.1268,123.9617
71.42,2.3787,2.6382,0.1266,123.9904
71.44,2.3794,2.6389,0.1266,124.0225
71.46,2.38,2.6395,0.1265,124.0513
71.48,2.3807,2.6401,0.1266,124.0823
71.5,2.3814,2.6408,0.1263,124.1119
71.52,2.3821,2.6414,0.127,124.1428
71.54,2.3828,2.6421,0.1293,124.1739
71.56,2.3834,2.6427,0.1304,124.2014
71.58,2.3841,2.6432,0.1304,124.2281
71.6,2.3847,2.6439,0.1302,124.2565
71.62,2.3854,2.6445,0.13,124.285
71.64,2.3861,2.6451,0.1298,124.3155
71.66,2.3867,2.6457,0.1294,124.3439
71.68,2.3874,2.6463,0.1292,124.3737
71.7,2.388,2.647,0.1292,124.4039
71.72,2.3887,2.6476,0.1289,124.4338
71.74,2.3895,2.6484,0.1286,124.468
71.76,2.3902,2.6491,0.1285,124.5032
71.78,2.3908,2.6498,0.1284,124.5338
71.8,2.3915,2.6504,0.1281,124.5622
71.82,2.3921,2.6509,0.1298,124.5866
71.84,2.3928,2.6515,0.1321,124.6181
71.86,2.3934,2.6521,0.1328,124.6437
71.88,2.3941,2.6526,0.1325,124.6695
71.9,2.3947,2.6533,0.1321,124.6991
71.92,2.3954,2.6539,0.1319,124.7297
71.94,2.3961,2.6546,0.1317,124.7608
71.96,2.3968,2.6551,0.1316,124.7864
71.98,2.3975,2.6558,0.1312,124.8173
72,2.3981,2.6565,0.1311,124.8523
72.02,2.3988,2.6571,0.1309,124.8809
72.04,2.3995,2.6576,0.1307,124.9012
72.06,2.4001,2.658,0.1305,124.9226
72.08,2.4007,2.6587,0.1305,124.9535
72.1,2.4014,2.6593,0.1308,124.9812
72.12,2.402,2.6599,0.1333,125.0088
72.14,2.4027,2.6605,0.1347,125.0402
72.16,2.4034,2.6611,0.1348,125.0659
72.18,2.4041,2.6617,0.1344,125.0955
72.2,2.4048,2.6624,0.1341,125.1289
72.22,2.4055,2.6631,0.1341,125.1602
72.24,2.4062,2.6638,0.1339,125.1962
72.26,2.4069,2.6645,0.1338,125.2258
72.28,2.4075,2.6651,0.1335,125.2546
72.3,2.4082,2.6657,0.1332,125.2849
72.32,2.4088,2.6663,0.1329,125.3134
72.34,2.4095,2.6668,0.1329,125.337
72.36,2.4101,2.6673,0.1327,125.3578
72.38,2.4107,2.6679,0.1326,125.3849
72.4,2.4114,2.6685,0.1337,125.4152
72.42,2.4121,2.6691,0.136,125.4449
72.44,2.4128,2.6698,0.137,125.4755
72.46,2.4135,2.6706,0.1368,125.512
72.48,2.4142,2.6712,0.1365,125.54
72.5,2.4148,2.6717,0.1361,125.5654
72.52,2.4155,2.6724,0.136,125.5971
72.54,2.4162,2.6731,0.1358,125.629
72.56,2.4168,2.6736,0.1357,125.6545
72.58,2.4174,2.6741,0.1354,125.6781
72.6,2.418,2.6746,0.1351,125.7029
72.62,2.4186,2.6752,0.135,125.7304
72.64,2.4193,2.6758,0.1349,125.7596
72.66,2.42,2.6764,0.1348,125.7855
72.68,2.4207,2.6771,0.1346,125.8168
72.7,2.4214,2.6778,0.1356,125.8511
72.72,2.4221,2.6785,0.1381,125.8862
72.74,2.4228,2.6792,0.1392,125.9167
72.76,2.4235,2.6798,0.139,125.9453
72.78,2.4241,2.6803,0.1386,125.9687
72.8,2.4247,2.6809,0.1383,125.9965
72.82,2.4254,2.6815,0.1381,126.0265
72.84,2.4261,2.6822,0.1381,126.0593
72.86,2.4268,2.6828,0.1379,126.0885
72.88,2.4274,2.6834,0.1377,126.1171
72.9,2.4281,2.6841,0.1375,126.1502
72.92,2.4288,2.6847,0.1372,126.1778
72.94,2.4295,2.6854,0.1371,126.2095
72.96,2.4302,2.6861,0.1371,126.2421
72.98,2.4309,2.6867,0.137,126.2715
73,2.4315,2.6874,0.139,126.3021
73.02,2.4322,2.688,0.141,126.3291
73.04,2.4328,2.6885,0.1416,126.3552
73.06,2.4335,2.6891,0.1414,126.385
73.08,2.4341,2.6898,0.1409,126.4136
73.1,2.4348,2.6903,0.1405,126.4399
73.12,2.4355,2.6909,0.1402,126.4698
73.14,2.4362,2.6916,0.14,126.4985
73.16,2.4368,2.6921,0.1399,126.5253
73.18,2.4375,2.6928,0.1397,126.5559
73.2,2.4382,2.6935,0.1397,126.5908
73.22,2.4388,2.6941,0.1395,126.616
73.24,2.4395,2.6946,0.1393,126.6431
73.26,2.4401,2.6952,0.139,126.6685
73.28,2.4407,2.6957,0.1393,126.6932
73.3,2.4413,2.6962,0.1417,126.7166
73.32,2.442,2.6969,0.1432,126.7478
73.34,2.4426,2.6975,0.1434,126.7791
73.36,2.4433,2.6981,0.1431,126.8079
73.38,2.444,2.6987,0.1428,126.8334
73.4,2.4447,2.6993,0.1427,126.8638
73.42,2.4454,2.6999,0.1424,126.8919
73.44,2.4461,2.7006,0.1423,126.9233
73.46,2.4468,2.7014,0.1421,126.959
73.48,2.4474,2.702,0.1419,126.9873
73.5,2.4481,2.7025,0.1416,127.013
73.52,2.4487,2.7031,0.1414,127.0431
73.54,2.4494,2.7037,0.1413,127.0675
73.56,2.45,2.7043,0.1411,127.0952
73.58,2.4507,2.7049,0.1434,127.126
73.6,2.4514,2.7055,0.1452,127.1551
73.62,2.4521,2.7062,0.1456,127.1858
73.64,2.4528,2.7069,0.1454,127.2197
73.66,2.4535,2.7076,0.145,127.2535
73.68,2.4542,2.7084,0.1448,127.2907
73.7,2.4549,2.7091,0.1445,127.3217
73.72,2.4556,2.7096,0.1444,127.3473
73.74,2.4562,2.7102,0.1442,127.3748
73.76,2.4569,2.7108,0.1439,127.404
73.78,2.4575,2.7114,0.1437,127.4292
73.8,2.4581,2.7118,0.1437,127.4496
73.82,2.4587,2.7123,0.1435,127.4745
73.84,2.4594,2.713,0.1435,127.505
73.86,2.4601,2.7137,0.1444,127.5395
73.88,2.4607,2.7143,0.1467,127.569
73.9,2.4614,2.715,0.1477,127.6013
73.92,2.4621,2.7157,0.1478,127.6341
73.94,2.4628,2.7163,0.1475,127.6629
73.96,2.4635,2.7169,0.1472,127.6914
73.98,2.4641,2.7175,0.1468,127.7166
74,2.4648,2.7181,0.1468,127.7457
74.02,2.4654,2.7187,0.1466,127.7759
74.04,2.4661,2.7193,0.1462,127.8023
74.06,2.4668,2.7199,0.146,127.8299
74.08,2.4674,2.7204,0.1459,127.8534
74.1,2.4681,2.7211,0.1457,127.8849
74.12,2.4688,2.7219,0.1455,127.9232
74.14,2.4695,2.7227,0.1455,127.9601
74.16,2.4702,2.7234,0.1478,127.9937
74.18,2.4709,2.724,0.1497,128.021
74.2,2.4715,2.7244,0.15,128.044
74.22,2.4722,2.725,0.1497,128.0693
74.24,2.4728,2.7256,0.1493,128.0997
74.26,2.4735,2.7262,0.149,128.1274
74.28,2.4741,2.7268,0.1487,128.1535
74.3,2.4747,2.7273,0.1486,128.1769
74.32,2.4754,2.7279,0.1485,128.2054
74.34,2.4761,2.7286,0.1483,128.238
74.36,2.4768,2.7292,0.1482,128.2673
74.38,2.4774,2.7299,0.148,128.3004
74.4,2.4781,2.7306,0.1479,128.3344
74.42,2.4788,2.7312,0.1478,128.3625
74.44,2.4795,2.7319,0.1479,128.3923
74.46,2.4801,2.7324,0.1502,128.4176
74.48,2.4807,2.7329,0.1519,128.4435
74.5,2.4814,2.7335,0.1523,128.4694
74.52,2.482,2.734,0.1521,128.4953
74.54,2.4827,2.7347,0.1517,128.5271
74.56,2.4833,2.7354,0.1515,128.5596
74.58,2.484,2.736,0.1511,128.5894
74.6,2.4847,2.7368,0.1509,128.6229
74.62,2.4854,2.7374,0.1508,128.6509
74.64,2.4861,2.7381,0.1507,128.6852
74.66,2.4869,2.7389,0.1506,128.7225
74.68,2.4875,2.7396,0.1504,128.7568
74.7,2.4882,2.7401,0.1501,128.7806
74.72,2.4888,2.7407,0.15,128.807
74.74,2.4895,2.7412,0.1507,128.8316
74.76,2.4901,2.7417,0.1531,128.857
74.78,2.4908,2.7423,0.1544,128.8839
74.8,2.4914,2.7429,0.1544,128.9123
74.82,2.4921,2.7437,0.1541,128.9469
74.84,2.4928,2.7444,0.1538,128.9811
74.86,2.4936,2.7451,0.1536,129.0137
74.88,2.4942,2.7457,0.1535,129.0441
74.9,2.4949,2.7464,0.1533,129.0781
74.92,2.4956,2.747,0.1531,129.1062
74.94,2.4963,2.7477,0.153,129.1349
74.96,2.4969,2.7482,0.1528,129.1606
74.98,2.4975,2.7487,0.1526,129.185
75,2.4981,2.7492,0.1524,129.2091
75.02,2.4988,2.7497,0.1522,129.2311
75.04,2.4994,2.7503,0.1524,129.2607
75.06,2.5001,2.7509,0.1548,129.2884
75.08,2.5007,2.7515,0.1563,129.3163
75.1,2.5014,2.7522,0.1567,129.3491
75.12,2.5021,2.7529,0.1565,129.3811
75.14,2.5028,2.7535,0.1561,129.4115
75.16,2.5034,2.7542,0.1557,129.4436
75.18,2.5041,2.7548,0.1555,129.4695
75.2,2.5047,2.7553,0.1554,129.4933
75.22,2.5054,2.7559,0.1553,129.5213
75.24,2.5061,2.7565,0.155,129.5499
75.26,2.5067,2.7571,0.1549,129.5794
75.28,2.5074,2.7576,0.1547,129.6044
75.3,2.508,2.7582,0.1546,129.6307
75.32,2.5087,2.7589,0.1545,129.6616
75.34,2.5094,2.7596,0.1545,129.6958
75.36,2.5101,2.7603,0.1567,129.7305
75.38,2.5108,2.761,0.1583,129.7611
75.4,2.5115,2.7616,0.1588,129.7912
75.42,2.5121,2.7622,0.1588,129.8196
75.44,2.5128,2.7629,0.1585,129.8503
75.46,2.5135,2.7634,0.1582,129.8748
75.48,2.5141,2.764,0.1579,129.9034
75.5,2.5148,2.7647,0.1577,129.9343
75.52,2.5155,2.7654,0.1576,129.9684
75.54,2.5162,2.766,0.1574,129.9995
75.56,2.5168,2.7667,0.1572,130.0301
75.58,2.5175,2.7674,0.1569,130.0619
75.6,2.5182,2.7679,0.1568,130.0886
75.62,2.5188,2.7685,0.1568,130.1155
75.64,2.5195,2.7691,0.1567,130.1432
75.66,2.5201,2.7698,0.1584,130.1738
75.68,2.5208,2.7703,0.1605,130.1996
75.7,2.5214,2.7709,0.1611,130.2254
75.72,2.522,2.7713,0.1608,130.2471
75.74,2.5227,2.7719,0.1606,130.2745
75.76,2.5234,2.7726,0.1604,130.3066
75.78,2.524,2.7733,0.1601,130.3383
75.8,2.5247,2.774,0.16,130.3725
75.82,2.5254,2.7746,0.16,130.4032
75.84,2.5261,2.7753,0.1599,130.4323
75.86,2.5268,2.7759,0.1596,130.4634
75.88,2.5275,2.7765,0.1593,130.491
75.9,2.5282,2.777,0.1592,130.5163
75.92,2.5288,2.7777,0.1591,130.5477
75.94,2.5295,2.7784,0.1589,130.5803
75.96,2.5301,2.7789,0.1604,130.6056
75.98,2.5307,2.7795,0.1626,130.633
76,2.5314,2.7801,0.1635,130.6601
76.02,2.5321,2.7808,0.1632,130.6926
76.04,2.5328,2.7815,0.1628,130.7261
76.06,2.5335,2.7821,0.1628,130.7539
76.08,2.5342,2.7827,0.1626,130.7825
76.1,2.5348,2.7833,0.1622,130.8116
76.12,2.5355,2.7839,0.1619,130.8384
76.14,2.5362,2.7845,0.1617,130.8682
76.16,2.5368,2.7851,0.1616,130.8967
76.18,2.5374,2.7857,0.1614,130.9226
76.2,2.5381,2.7863,0.1613,130.9497
76.22,2.5387,2.7867,0.1612,130.9699
76.24,2.5393,2.7873,0.161,130.9996
76.26,2.54,2.788,0.1628,131.0328
76.28,2.5407,2.7886,0.165,131.0616
76.3,2.5414,2.7894,0.1656,131.0955
76.32,2.5421,2.7901,0.1655,131.129
76.34,2.5428,2.7907,0.1651,131.1601
76.36,2.5435,2.7914,0.1648,131.1927
76.38,2.5441,2.792,0.1646,131.2187
76.4,2.5448,2.7925,0.1643,131.2418
76.42,2.5454,2.793,0.1641,131.2673
76.44,2.5461,2.7937,0.164,131.299
76.46,2.5468,2.7944,0.1638,131.33
76.48,2.5474,2.795,0.1636,131.359
76.5,2.5481,2.7955,0.1634,131.3846
76.52,2.5488,2.7963,0.1634,131.4197
76.54,2.5495,2.7969,0.1633,131.4492
76.56,2.5502,2.7976,0.1652,131.4812
76.58,2.5509,2.7982,0.1671,131.5127
76.6,2.5516,2.7989,0.1677,131.5438
76.62,2.5522,2.7997,0.1676,131.5792
76.64,2.5529,2.8003,0.1672,131.6072
76.66,2.5535,2.8008,0.167,131.6332
76.68,2.5542,2.8014,0.1669,131.6603
76.7,2.5548,2.802,0.1665,131.6873
76.72,2.5555,2.8025,0.1663,131.7134
76.74,2.5562,2.8032,0.166,131.7443
76.76,2.5569,2.8039,0.1659,131.7773
76.78,2.5575,2.8045,0.1658,131.8073
76.8,2.5582,2.8051,0.1658,131.8328
76.82,2.5588,2.8057,0.1657,131.8608
76.84,2.5595,2.8063,0.1661,131.8897
76.86,2.5602,2.8069,0.1683,131.9208
76.88,2.5608,2.8074,0.1696,131.9444
76.9,2.5614,2.8079,0.1699,131.9659
76.92,2.562,2.8084,0.1695,131.9901
76.94,2.5627,2.8091,0.1692,132.0222
76.96,2.5633,2.8096,0.1689,132.0481
76.98,2.564,2.8102,0.1687,132.0763
77,2.5647,2.8109,0.1684,132.1091
77.02,2.5653,2.8116,0.1684,132.1399
77.04,2.5661,2.8123,0.1683,132.1715
77.06,2.5668,2.813,0.1681,132.204
77.08,2.5675,2.8136,0.1679,132.2345
77.1,2.5681,2.8142,0.1679,132.2624
77.12,2.5688,2.8149,0.1677,132.2953
77.14,2.5694,2.8155,0.1695,132.3219
77.16,2.5701,2.816,0.1715,132.3478
77.18,2.5707,2.8165,0.172,132.3729
77.2,2.5714,2.8172,0.1717,132.4028
77.22,2.572,2.8179,0.1715,132.4349
77.24,2.5727,2.8186,0.1712,132.4683
77.26,2.5735,2.8193,0.1712,132.5024
77.28,2.5742,2.82,0.171,132.5355
77.3,2.5748,2.8207,0.1706,132.5674
77.32,2.5755,2.8213,0.1702,132.5944
77.34,2.5762,2.8218,0.1701,132.622
77.36,2.5769,2.8225,0.1701,132.6507
77.38,2.5775,2.823,0.17,132.676
77.4,2.5781,2.8235,0.1698,132.6979
77.42,2.5787,2.824,0.1711,132.7247
77.44,2.5794,2.8246,0.1733,132.7518
77.46,2.58,2.8253,0.1742,132.7827
77.48,2.5807,2.8259,0.1742,132.8133
77.5,2.5814,2.8266,0.1739,132.8456
77.52,2.5821,2.8273,0.1735,132.8763
77.54,2.5828,2.8279,0.1732,132.9053
77.56,2.5835,2.8285,0.173,132.9352
77.58,2.5841,2.8291,0.1728,132.963
77.6,2.5848,2.8297,0.1725,132.9906
77.62,2.5855,2.8303,0.1724,133.0179
77.64,2.5861,2.8308,0.1722,133.0449
77.66,2.5868,2.8315,0.172,133.0751
77.68,2.5875,2.8322,0.1719,133.1079
77.7,2.5881,2.8328,0.1721,133.1373
77.72,2.5888,2.8333,0.1745,133.162
77.74,2.5895,2.834,0.176,133.1938
77.76,2.5902,2.8347,0.1764,133.2239
77.78,2.5909,2.8353,0.1762,133.2541
77.8,2.5915,2.8359,0.1759,133.2845
77.82,2.5922,2.8365,0.1756,133.3113
77.84,2.5928,2.8372,0.1754,133.3424
77.86,2.5935,2.8378,0.1752,133.3713
77.88,2.5941,2.8384,0.1749,133.4002
77.9,2.5948,2.839,0.1746,133.4289
77.92,2.5954,2.8396,0.1743,133.4557
77.94,2.5961,2.8401,0.1743,133.4817
77.96,2.5968,2.8407,0.1742,133.5097
77.98,2.5975,2.8414,0.1741,133.5399
78,2.5981,2.8421,0.1747,133.572
78.02,2.5988,2.8426,0.1771,133.5988
78.04,2.5995,2.8433,0.1784,133.629
78.06,2.6001,2.8439,0.1785,133.6566
78.08,2.6008,2.8444,0.1781,133.6805
78.1,2.6014,2.8449,0.1779,133.706
78.12,2.6021,2.8455,0.1777,133.7353
78.14,2.6027,2.8461,0.1774,133.7619
78.16,2.6034,2.8468,0.1771,133.7967
78.18,2.604,2.8475,0.177,133.8276
78.2,2.6047,2.8481,0.1768,133.8558
78.22,2.6054,2.8487,0.1767,133.8856
78.24,2.6061,2.8494,0.1766,133.9178
78.26,2.6068,2.8501,0.1764,133.9517
78.28,2.6075,2.8509,0.1763,133.9857
78.3,2.6082,2.8514,0.1779,134.0116
78.32,2.6088,2.8519,0.1801,134.0357
78.34,2.6095,2.8525,0.1809,134.0649
78.36,2.6101,2.8531,0.1807,134.0915
78.38,2.6108,2.8537,0.1803,134.1177
78.4,2.6114,2.8542,0.18,134.1444
78.42,2.6121,2.8549,0.1796,134.1755
78.44,2.6128,2.8556,0.1794,134.2095
78.46,2.6135,2.8563,0.1793,134.2424
78.48,2.6142,2.857,0.1793,134.2752
78.5,2.6149,2.8577,0.1792,134.3081
78.52,2.6156,2.8583,0.1789,134.3363
78.54,2.6162,2.8589,0.1787,134.3656
78.56,2.6169,2.8596,0.1786,134.3945
78.58,2.6175,2.8601,0.1785,134.4184
78.6,2.6181,2.8606,0.1805,134.4423
78.62,2.6188,2.8611,0.1824,134.466
78.64,2.6194,2.8617,0.1829,134.4936
78.66,2.62,2.8622,0.1827,134.5194
78.68,2.6207,2.8628,0.1823,134.5487
78.7,2.6214,2.8636,0.182,134.5824
78.72,2.6221,2.8642,0.1819,134.6124
78.74,2.6227,2.8648,0.1817,134.6413
78.76,2.6234,2.8654,0.1817,134.67
78.78,2.6241,2.866,0.1816,134.6984
78.8,2.6247,2.8666,0.1814,134.7242
78.82,2.6253,2.8671,0.1812,134.7496
78.84,2.626,2.8677,0.1809,134.7788
78.86,2.6267,2.8684,0.1807,134.8076
78.88,2.6274,2.869,0.1812,134.8367
78.9,2.628,2.8696,0.1835,134.8681
78.92,2.6287,2.8703,0.1849,134.8995
78.94,2.6294,2.8709,0.185,134.9259
78.96,2.6301,2.8715,0.1846,134.9576
78.98,2.6308,2.8723,0.1844,134.9919
79,2.6315,2.8729,0.1845,135.0226
79.02,2.6322,2.8736,0.1842,135.0532
79.04,2.6328,2.8742,0.1838,135.0819
79.06,2.6335,2.8747,0.1836,135.1075
79.08,2.6341,2.8753,0.1834,135.1341
79.1,2.6348,2.8759,0.1835,135.1631
79.12,2.6354,2.8765,0.1835,135.1898
79.14,2.6361,2.8771,0.1832,135.219
79.16,2.6368,2.8778,0.1831,135.2493
79.18,2.6375,2.8785,0.1838,135.2839
79.2,2.6382,2.8791,0.1862,135.3143
79.22,2.6388,2.8797,0.1875,135.3395
79.24,2.6395,2.8802,0.1874,135.366
79.26,2.6402,2.8809,0.187,135.396
79.28,2.6408,2.8815,0.1867,135.4261
79.3,2.6414,2.882,0.1865,135.4501
79.32,2.6421,2.8826,0.1864,135.4782
79.34,2.6427,2.8831,0.1861,135.5014
79.36,2.6434,2.8837,0.1859,135.5303
79.38,2.644,2.8844,0.1857,135.5621
79.4,2.6447,2.8851,0.1855,135.5955
79.42,2.6454,2.8858,0.1853,135.6255
79.44,2.6461,2.8864,0.1853,135.6565
79.46,2.6468,2.8871,0.1853,135.6887
79.48,2.6476,2.8878,0.1863,135.721
79.5,2.6482,2.8884,0.1884,135.7512
79.52,2.6489,2.8891,0.1896,135.7808
79.54,2.6495,2.8896,0.1899,135.8077
79.56,2.6502,2.8901,0.1896,135.8311
79.58,2.6508,2.8906,0.1891,135.8541
79.6,2.6514,2.8913,0.1889,135.8861
79.62,2.6521,2.8919,0.1887,135.9133
79.64,2.6527,2.8925,0.1886,135.9408
79.66,2.6534,2.8931,0.1885,135.9705
79.68,2.6541,2.8938,0.1883,136.0025
79.7,2.6548,2.8945,0.1881,136.0378
79.72,2.6555,2.8951,0.1878,136.0665
79.74,2.6562,2.8958,0.1876,136.0956
79.76,2.6568,2.8963,0.1874,136.1212
79.78,2.6575,2.8968,0.1894,136.146
79.8,2.6581,2.8973,0.1915,136.1691
79.82,2.6587,2.898,0.1921,136.1997
79.84,2.6593,2.8985,0.1919,136.2229
79.86,2.66,2.8991,0.1916,136.2523
79.88,2.6606,2.8998,0.1913,136.2847
79.9,2.6613,2.9005,0.191,136.3203
79.92,2.662,2.9012,0.1907,136.3526
79.94,2.6627,2.9019,0.1907,136.383
79.96,2.6634,2.9025,0.1907,136.4117
79.98,2.6641,2.9031,0.1905,136.4417
80,2.6648,2.9037,0.1903,136.4703
80.02,2.6654,2.9044,0.1902,136.4996
80.04,2.6661,2.905,0.1899,136.5282
80.06,2.6668,2.9056,0.1904,136.558
80.08,2.6674,2.9062,0.1929,136.5876
80.1,2.6681,2.9068,0.1941,136.616
80.12,2.6687,2.9073,0.1941,136.6378
80.14,2.6694,2.9079,0.1938,136.6644
80.16,2.6701,2.9086,0.1937,136.7004
80.18,2.6709,2.9093,0.1934,136.7335
80.2,2.6716,2.9099,0.1933,136.7623
80.22,2.6722,2.9105,0.1932,136.7868
80.24,2.6729,2.9111,0.193,136.815
80.26,2.6735,2.9117,0.1927,136.8465
80.28,2.6742,2.9123,0.1925,136.8746
80.3,2.6748,2.9129,0.1923,136.9003
80.32,2.6755,2.9135,0.1921,136.9286
80.34,2.6761,2.9141,0.192,136.958
80.36,2.6768,2.9147,0.1929,136.9867
80.38,2.6775,2.9154,0.1953,137.0168
80.4,2.6782,2.916,0.1964,137.0466
80.42,2.6788,2.9166,0.1965,137.0743
80.44,2.6795,2.9172,0.1963,137.1034
80.46,2.6802,2.9178,0.196,137.1296
80.48,2.6808,2.9183,0.1959,137.1559
80.5,2.6814,2.9188,0.1955,137.1784
80.52,2.6821,2.9194,0.1953,137.2071
80.54,2.6827,2.9199,0.195,137.2305
80.56,2.6833,2.9204,0.1948,137.2559
80.58,2.684,2.9211,0.1948,137.2878
80.6,2.6847,2.9218,0.1946,137.3198
80.62,2.6854,2.9225,0.1945,137.3536
80.64,2.686,2.9231,0.1943,137.3812
80.66,2.6868,2.9237,0.1949,137.4102
80.68,2.6875,2.9244,0.1975,137.4431
80.7,2.6881,2.9251,0.1987,137.476
80.72,2.6888,2.9256,0.1987,137.4988
80.74,2.6894,2.9262,0.1983,137.5258
80.76,2.6901,2.9268,0.1981,137.5524
80.78,2.6907,2.9274,0.1979,137.5806
80.8,2.6914,2.928,0.1975,137.6114
80.82,2.6921,2.9287,0.1972,137.6426
80.84,2.6927,2.9293,0.1971,137.6702
80.86,2.6935,2.9299,0.1971,137.7015
80.88,2.6942,2.9306,0.1971,137.7327
80.9,2.6949,2.9313,0.197,137.7651
80.92,2.6955,2.932,0.1967,137.7982
80.94,2.6962,2.9325,0.1965,137.8225
80.96,2.6969,2.9331,0.197,137.8519
80.98,2.6975,2.9337,0.1995,137.8779
81,2.6981,2.9342,0.2007,137.9036
81.02,2.6987,2.9347,0.2008,137.9271
81.04,2.6994,2.9352,0.2006,137.9508
81.06,2.7,2.9358,0.2004,137.9793
81.08,2.7007,2.9365,0.2001,138.0125
81.1,2.7014,2.9371,0.1999,138.0408
81.12,2.7021,2.9377,0.1997,138.069
81.14,2.7028,2.9384,0.1996,138.1001
81.16,2.7035,2.9391,0.1995,138.1344
81.18,2.7041,2.9399,0.1994,138.1683
81.2,2.7048,2.9404,0.1992,138.1944
81.22,2.7054,2.9409,0.1989,138.2182
81.24,2.7061,2.9416,0.1989,138.2499
81.26,2.7068,2.9422,0.1995,138.2775
81.28,2.7075,2.9428,0.2018,138.3069
81.3,2.7081,2.9434,0.2031,138.3341
81.32,2.7087,2.944,0.2033,138.3625
81.34,2.7094,2.9446,0.2031,138.3918
81.36,2.7101,2.9453,0.2026,138.4235
81.38,2.7108,2.946,0.2023,138.4552
81.4,2.7115,2.9466,0.2022,138.4865
81.42,2.7122,2.9472,0.202,138.5133
81.44,2.7128,2.9478,0.2019,138.5424
81.46,2.7135,2.9483,0.2017,138.5671
81.48,2.7141,2.9489,0.2016,138.5936
81.5,2.7148,2.9496,0.2015,138.6244
81.52,2.7154,2.9502,0.2012,138.6537
81.54,2.7161,2.9508,0.2009,138.6802
81.56,2.7168,2.9514,0.2013,138.7088
81.58,2.7174,2.9519,0.2038,138.7346
81.6,2.7181,2.9525,0.2053,138.7631
81.62,2.7188,2.9531,0.2054,138.7928
81.64,2.7195,2.9537,0.2052,138.8206
81.66,2.7201,2.9544,0.2048,138.8511
81.68,2.7208,2.955,0.2046,138.8798
81.7,2.7215,2.9556,0.2044,138.906
81.72,2.7221,2.9562,0.2043,138.9346
81.74,2.7227,2.9567,0.204,138.9591
81.76,2.7234,2.9572,0.2037,138.9845
81.78,2.724,2.958,0.2036,139.0189
