1,Time,Displacement,Force,Tensile strain (Strain 1),Tensile stress
,(s),(mm),(kN),(%),(MPa)
"","142.6800","4.7540","4.2188","0.0518","196.6668"
"","142.7000","4.7547","4.2193","0.0517","196.6876"
"","142.7200","4.7553","4.2197","0.0516","196.7076"
"","142.7400","4.7560","4.2201","0.0541","196.7272"
"","142.7600","4.7567","4.2206","0.0557","196.7493"
"","142.7800","4.7573","4.2210","0.0564","196.7690"
"","142.8000","4.7580","4.2215","0.0558","196.7902"
"","142.8200","4.7587","4.2220","0.0556","196.8144"
"","142.8400","4.7594","4.2226","0.0552","196.8422"
"","142.8600","4.7601","4.2231","0.0552","196.8664"
"","142.8800","4.7608","4.2236","0.0549","196.8907"
"","142.9000","4.7615","4.2240","0.0547","196.9075"
"","142.9200","4.7621","4.2244","0.0544","196.9268"
"","142.9400","4.7628","4.2248","0.0541","196.9479"
"","142.9600","4.7634","4.2252","0.0539","196.9633"
"","142.9800","4.7641","4.2255","0.0536","196.9773"
"","143.0000","4.7647","4.2259","0.0535","196.9960"
"","143.0200","4.7654","4.2264","0.0533","197.0226"
"","143.0400","4.7661","4.2270","0.0533","197.0478"
"","143.0600","4.7668","4.2275","0.0530","197.0703"
"","143.0800","4.7675","4.2279","0.0540","197.0923"
"","143.1000","4.7681","4.2283","0.0563","197.1110"
"","143.1200","4.7688","4.2288","0.0577","197.1322"
"","143.1400","4.7695","4.2293","0.0576","197.1537"
"","143.1600","4.7701","4.2297","0.0571","197.1732"
"","143.1800","4.7708","4.2301","0.0567","197.1916"
"","143.2000","4.7714","4.2305","0.0565","197.2100"
"","143.2200","4.7720","4.2309","0.0563","197.2300"
"","143.2400","4.7727","4.2314","0.0560","197.2545"
"","143.2600","4.7734","4.2319","0.0556","197.2776"
"","143.2800","4.7740","4.2324","0.0557","197.3003"
"","143.3000","4.7747","4.2329","0.0555","197.3225"
"","143.3200","4.7754","4.2334","0.0554","197.3491"
"","143.3400","4.7762","4.2339","0.0552","197.3708"
"","143.3600","4.7768","4.2344","0.0550","197.3934"
"","143.3800","4.7775","4.2349","0.0549","197.4149"
"","143.4000","4.7781","4.2353","0.0548","197.4349"
"","143.4200","4.7788","4.2357","0.0544","197.4527"
"","143.4400","4.7794","4.2360","0.0562","197.4691"
"","143.4600","4.7801","4.2365","0.0581","197.4893"
"","143.4800","4.7807","4.2369","0.0590","197.5112"
"","143.5000","4.7814","4.2375","0.0587","197.5362"
"","143.5200","4.7821","4.2380","0.0585","197.5603"
"","143.5400","4.7828","4.2384","0.0581","197.5798"
"","143.5600","4.7835","4.2389","0.0579","197.6037"
"","143.5800","4.7841","4.2394","0.0578","197.6281"
"","143.6000","4.7848","4.2399","0.0575","197.6481"
"","143.6200","4.7855","4.2404","0.0573","197.6725"
"","143.6400","4.7861","4.2408","0.0570","197.6934"
"","143.6600","4.7868","4.2412","0.0569","197.7102"
"","143.6800","4.7874","4.2416","0.0566","197.7274"
"","143.7000","4.7880","4.2419","0.0564","197.7411"
"","143.7200","4.7886","4.2423","0.0562","197.7617"
"","143.7400","4.7893","4.2428","0.0562","197.7836"
"","143.7600","4.7900","4.2432","0.0560","197.8058"
"","143.7800","4.7907","4.2437","0.0566","197.8284"
"","143.8000","4.7914","4.2442","0.0590","197.8507"
"","143.8200","4.7921","4.2447","0.0603","197.8720"
"","143.8400","4.7928","4.2452","0.0604","197.8978"
"","143.8600","4.7934","4.2458","0.0601","197.9246"
"","143.8800","4.7941","4.2462","0.0599","197.9450"
"","143.9000","4.7947","4.2466","0.0597","197.9627"
"","143.9200","4.7954","4.2470","0.0596","197.9794"
"","143.9400","4.7961","4.2475","0.0591","198.0034"
"","143.9600","4.7967","4.2480","0.0589","198.0252"
"","143.9800","4.7974","4.2484","0.0586","198.0446"
"","144.0000","4.7981","4.2488","0.0586","198.0665"
"","144.0200","4.7988","4.2493","0.0582","198.0866"
"","144.0400","4.7995","4.2498","0.0583","198.1105"
"","144.0600","4.8002","4.2503","0.0580","198.1368"
"","144.0800","4.8009","4.2508","0.0583","198.1562"
"","144.1000","4.8016","4.2511","0.0578","198.1715"
"","144.1200","4.8022","4.2515","0.0576","198.1923"
"","144.1400","4.8029","4.2519","0.0582","198.2114"
"","144.1600","4.8035","4.2522","0.0607","198.2254"
"","144.1800","4.8042","4.2526","0.0620","198.2422"
"","144.2000","4.8048","4.2530","0.0621","198.2606"
"","144.2200","4.8055","4.2534","0.0618","198.2776"
"","144.2400","4.8062","4.2538","0.0614","198.2979"
"","144.2600","4.8068","4.2543","0.0613","198.3194"
"","144.2800","4.8075","4.2548","0.0609","198.3425"
"","144.3000","4.8082","4.2551","0.0609","198.3576"
"","144.3200","4.8088","4.2555","0.0606","198.3773"
"","144.3400","4.8095","4.2559","0.0607","198.3962"
"","144.3600","4.8101","4.2563","0.0602","198.4133"
"","144.3800","4.8107","4.2566","0.0601","198.4265"
"","144.4000","4.8114","4.2568","0.0597","198.4385"
"","144.4200","4.8120","4.2572","0.0596","198.4559"
"","144.4400","4.8126","4.2576","0.0591","198.4749"
"","144.4600","4.8133","4.2580","0.0593","198.4947"
"","144.4800","4.8140","4.2584","0.0592","198.5134"
"","144.5000","4.8147","4.2588","0.0616","198.5330"
"","144.5200","4.8154","4.2592","0.0630","198.5499"
"","144.5400","4.8161","4.2597","0.0635","198.5721"
"","144.5600","4.8168","4.2602","0.0631","198.5939"
"","144.5800","4.8175","4.2605","0.0627","198.6105"
"","144.6000","4.8181","4.2608","0.0623","198.6259"
"","144.6200","4.8187","4.2611","0.0620","198.6404"
"","144.6400","4.8194","4.2614","0.0616","198.6541"
"","144.6600","4.8200","4.2618","0.0616","198.6700"
"","144.6800","4.8207","4.2622","0.0612","198.6877"
"","144.7000","4.8214","4.2626","0.0611","198.7069"
"","144.7200","4.8220","4.2631","0.0608","198.7319"
"","144.7400","4.8228","4.2635","0.0605","198.7500"
"","144.7600","4.8235","4.2639","0.0601","198.7682"
"","144.7800","4.8242","4.2643","0.0602","198.7882"
"","144.8000","4.8248","4.2648","0.0600","198.8106"
"","144.8200","4.8255","4.2652","0.0597","198.8313"
"","144.8400","4.8262","4.2657","0.0617","198.8503"
"","144.8600","4.8268","4.2660","0.0638","198.8652"
"","144.8800","4.8274","4.2662","0.0643","198.8777"
"","144.9000","4.8281","4.2665","0.0639","198.8910"
"","144.9200","4.8287","4.2668","0.0636","198.9058"
"","144.9400","4.8293","4.2673","0.0631","198.9262"
"","144.9600","4.8300","4.2677","0.0630","198.9441"
"","144.9800","4.8307","4.2681","0.0624","198.9628"
"","145.0000","4.8314","4.2685","0.0626","198.9838"
"","145.0200","4.8321","4.2689","0.0618","199.0023"
"","145.0400","4.8328","4.2694","0.0620","199.0239"
"","145.0600","4.8335","4.2698","0.0614","199.0449"
"","145.0800","4.8341","4.2702","0.0617","199.0627"
"","145.1000","4.8348","4.2706","0.0610","199.0806"
"","145.1200","4.8354","4.2709","0.0613","199.0958"
"","145.1400","4.8361","4.2712","0.0606","199.1101"
"","145.1600","4.8367","4.2716","0.0606","199.1299"
"","145.1800","4.8374","4.2720","0.0618","199.1440"
"","145.2000","4.8381","4.2723","0.0640","199.1621"
"","145.2200","4.8387","4.2728","0.0650","199.1853"
"","145.2400","4.8395","4.2732","0.0649","199.2041"
"","145.2600","4.8402","4.2737","0.0646","199.2253"
"","145.2800","4.8409","4.2741","0.0639","199.2463"
"","145.3000","4.8415","4.2744","0.0638","199.2585"
"","145.3200","4.8422","4.2747","0.0634","199.2715"
"","145.3400","4.8428","4.2749","0.0634","199.2833"
"","145.3600","4.8435","4.2751","0.0629","199.2921"
"","145.3800","4.8441","4.2753","0.0626","199.3008"
"","145.4000","4.8447","4.2747","0.0623","199.2719"
"","145.4200","4.8454","4.2728","0.0618","199.1847"
"","145.4400","4.8461","4.2700","0.0612","199.0516"
"","145.4600","4.8468","4.2549","0.0536","198.3484"
"","145.4800","4.8474","4.1119","0.1060","191.6838"
"","145.4820","4.8475","3.9702","0.2204","185.0791"
"","145.4840","4.8476","3.7919","0.3937","176.7677"
"","145.4860","4.8477","3.5898","0.6109","167.3430"
"","145.4880","4.8477","3.3700","0.8521","157.1003"
"","145.4900","4.8478","3.1374","1.0966","146.2536"
"","145.4920","4.8479","2.8972","1.3257","135.0599"
"","145.4940","4.8480","2.6543","1.5272","123.7351"
"","145.4960","4.8482","2.4124","1.6952","112.4576"
"","145.4980","4.8483","2.1750","1.8272","101.3894"
"","145.5000","4.8484","1.9449","1.9214","90.6625"
"","145.5020","4.8486","1.7242","1.9773","80.3786"
"","145.5040","4.8487","1.5148","1.9975","70.6137"
"","145.5060","4.8489","1.3176","1.9874","61.4207"
"","145.5080","4.8490","1.1334","1.9520","52.8349"
"","145.5100","4.8492","0.9628","1.8955","44.8819"
"","145.5120","4.8493","0.8061","1.8221","37.5764"
"","145.5140","4.8495","0.6633","1.7349","30.9201"
"","145.5160","4.8496","0.5343","1.6372","24.9057"
"","145.5190","4.8498","0.3658","1.4772","17.0519"
"","145.5220","4.8500","0.2257","1.3080","10.5211"
"","145.5230","4.8501","0.1849","1.2507","8.6184"
4,Time,Displacement,Force,Tensile strain (Strain 1),Tensile stress
,(s),(mm),(kN),(%),(MPa)
"","0.0000","0.0000","-0.0001","-0.0006","-0.0039"
"","0.0200","0.0000","0.0000","0.0013","0.0005"
"","0.0400","0.0001","0.0002","0.0019","0.0076"
"","0.0600","0.0003","0.0004","0.0015","0.0182"
"","0.0800","0.0008","0.0010","0.0009","0.0464"
"","0.1000","0.0014","0.0019","0.0008","0.0886"
"","0.1200","0.0021","0.0028","0.0006","0.1325"
"","0.1400","0.0028","0.0038","-0.0001","0.1793"
"","0.1600","0.0035","0.0047","-0.0006","0.2221"
"","0.1800","0.0041","0.0056","-0.0007","0.2651"
"","0.2000","0.0048","0.0067","-0.0014","0.3150"
"","0.2200","0.0054","0.0077","-0.0016","0.3610"
"","0.2400","0.0060","0.0087","-0.0019","0.4068"
"","0.2600","0.0067","0.0098","-0.0024","0.4588"
"","0.2800","0.0073","0.0108","-0.0009","0.5065"
"","0.3000","0.0079","0.0119","0.0012","0.5570"
"","0.3200","0.0086","0.0129","0.0016","0.6058"
"","0.3400","0.0093","0.0140","0.0011","0.6590"
"","0.3600","0.0100","0.0152","0.0008","0.7141"
"","0.3800","0.0107","0.0164","0.0001","0.7695"
"","0.4000","0.0114","0.0175","-0.0004","0.8245"
"","0.4200","0.0121","0.0188","-0.0003","0.8839"
"","0.4400","0.0128","0.0201","-0.0008","0.9424"
"","0.4600","0.0134","0.0212","-0.0011","0.9969"
"","0.4800","0.0141","0.0223","-0.0015","1.0486"
"","0.5000","0.0147","0.0235","-0.0022","1.1026"
"","0.5200","0.0154","0.0247","-0.0024","1.1629"
"","0.5400","0.0161","0.0260","-0.0025","1.2210"
"","0.5600","0.0168","0.0272","-0.0006","1.2803"
"","0.5800","0.0175","0.0286","0.0010","1.3443"
"","0.6000","0.0182","0.0298","0.0015","1.4021"
"","0.6200","0.0189","0.0311","0.0013","1.4622"
"","0.6400","0.0196","0.0324","0.0006","1.5239"
"","0.6600","0.0202","0.0337","0.0004","1.5838"
"","0.6800","0.0209","0.0349","-0.0001","1.6424"
"","0.7000","0.0215","0.0362","-0.0007","1.7005"
"","0.7200","0.0222","0.0374","-0.0010","1.7564"
"","0.7400","0.0228","0.0386","-0.0013","1.8160"
"","0.7600","0.0235","0.0400","-0.0019","1.8799"
"","0.7800","0.0241","0.0412","-0.0022","1.9376"
"","0.8000","0.0248","0.0426","-0.0027","2.0005"
"","0.8200","0.0255","0.0439","-0.0028","2.0654"
"","0.8400","0.0262","0.0453","-0.0008","2.1313"
"","0.8600","0.0269","0.0467","0.0010","2.1940"
"","0.8800","0.0276","0.0479","0.0014","2.2528"
"","0.9000","0.0282","0.0492","0.0009","2.3113"
"","0.9200","0.0288","0.0504","0.0002","2.3706"
"","0.9400","0.0295","0.0517","-0.0002","2.4295"
"","0.9600","0.0301","0.0529","-0.0007","2.4884"
"","0.9800","0.0307","0.0541","-0.0011","2.5445"
"","1.0000","0.0313","0.0554","-0.0012","2.6025"
"","1.0200","0.0320","0.0568","-0.0016","2.6684"
"","1.0400","0.0327","0.0581","-0.0020","2.7294"
"","1.0600","0.0333","0.0593","-0.0023","2.7881"
"","1.0800","0.0340","0.0608","-0.0026","2.8557"
"","1.1000","0.0347","0.0621","-0.0025","2.9208"
"","1.1200","0.0355","0.0636","-0.0005","2.9904"
"","1.1400","0.0362","0.0651","0.0011","3.0587"
"","1.1600","0.0368","0.0664","0.0015","3.1208"
"","1.1800","0.0375","0.0676","0.0009","3.1782"
"","1.2000","0.0381","0.0689","0.0004","3.2363"
"","1.2200","0.0388","0.0702","-0.0001","3.2974"
"","1.2400","0.0394","0.0715","-0.0006","3.3623"
"","1.2600","0.0400","0.0728","-0.0009","3.4232"
"","1.2800","0.0407","0.0741","-0.0014","3.4841"
"","1.3000","0.0414","0.0756","-0.0015","3.5551"
"","1.3200","0.0421","0.0771","-0.0018","3.6213"
"","1.3400","0.0428","0.0785","-0.0022","3.6882"
"","1.3600","0.0435","0.0798","-0.0026","3.7515"
"","1.3800","0.0442","0.0812","-0.0020","3.8153"
"","1.4000","0.0449","0.0826","0.0002","3.8813"
"","1.4200","0.0455","0.0839","0.0011","3.9452"
"","1.4400","0.0462","0.0852","0.0007","4.0061"
"","1.4600","0.0468","0.0865","0.0004","4.0648"
"","1.4800","0.0474","0.0877","0.0000","4.1204"
"","1.5000","0.0480","0.0889","-0.0003","4.1799"
"","1.5200","0.0487","0.0902","-0.0009","4.2403"
"","1.5400","0.0494","0.0916","-0.0014","4.3042"
"","1.5600","0.0500","0.0930","-0.0018","4.3695"
"","1.5800","0.0507","0.0944","-0.0022","4.4367"
"","1.6000","0.0514","0.0958","-0.0024","4.5025"
"","1.6200","0.0521","0.0972","-0.0027","4.5701"
"","1.6400","0.0528","0.0986","-0.0031","4.6342"
"","1.6600","0.0535","0.0999","-0.0014","4.6943"
"","1.6800","0.0541","0.1012","0.0006","4.7555"
"","1.7000","0.0548","0.1026","0.0010","4.8208"
"","1.7200","0.0555","0.1040","0.0004","4.8868"
"","1.7400","0.0561","0.1054","-0.0001","4.9521"
"","1.7600","0.0568","0.1067","-0.0004","5.0126"
"","1.7800","0.0574","0.1080","-0.0009","5.0738"
"","1.8000","0.0581","0.1094","-0.0011","5.1416"
"","1.8200","0.0588","0.1108","-0.0014","5.2079"
"","1.8400","0.0595","0.1122","-0.0019","5.2743"
"","1.8600","0.0602","0.1136","-0.0022","5.3403"
"","1.8800","0.0609","0.1150","-0.0024","5.4041"
"","1.9000","0.0615","0.1163","-0.0028","5.4679"
"","1.9200","0.0622","0.1177","-0.0032","5.5309"
"","1.9400","0.0628","0.1189","-0.0017","5.5890"
"","1.9600","0.0634","0.1202","0.0002","5.6501"
"","1.9800","0.0641","0.1214","0.0007","5.7078"
"","2.0000","0.0647","0.1227","0.0003","5.7678"
"","2.0200","0.0654","0.1241","-0.0002","5.8340"
"","2.0400","0.0661","0.1255","-0.0006","5.8976"
"","2.0600","0.0667","0.1268","-0.0011","5.9616"
"","2.0800","0.0674","0.1283","-0.0015","6.0283"
"","2.1000","0.0681","0.1296","-0.0019","6.0916"
"","2.1200","0.0687","0.1309","-0.0023","6.1524"
"","2.1400","0.0694","0.1322","-0.0024","6.2131"
"","2.1600","0.0700","0.1336","-0.0027","6.2784"
"","2.1800","0.0707","0.1349","-0.0032","6.3395"
"","2.2000","0.0713","0.1362","-0.0032","6.4000"
"","2.2200","0.0720","0.1375","-0.0009","6.4607"
"","2.2400","0.0727","0.1387","0.0006","6.5209"
"","2.2600","0.0733","0.1401","0.0005","6.5861"
"","2.2800","0.0740","0.1416","-0.0002","6.6534"
"","2.3000","0.0747","0.1430","-0.0006","6.7221"
"","2.3200","0.0754","0.1445","-0.0010","6.7905"
"","2.3400","0.0762","0.1460","-0.0014","6.8595"
"","2.3600","0.0768","0.1473","-0.0018","6.9210"
"","2.3800","0.0775","0.1485","-0.0020","6.9791"
"","2.4000","0.0781","0.1498","-0.0024","7.0414"
"","2.4200","0.0788","0.1511","-0.0027","7.1027"
"","2.4400","0.0795","0.1525","-0.0030","7.1678"
"","2.4600","0.0801","0.1538","-0.0034","7.2299"
"","2.4800","0.0808","0.1551","-0.0018","7.2878"
"","2.5000","0.0815","0.1564","0.0000","7.3500"
"","2.5200","0.0822","0.1578","0.0005","7.4169"
"","2.5400","0.0829","0.1591","0.0001","7.4793"
"","2.5600","0.0835","0.1605","-0.0004","7.5420"
"","2.5800","0.0842","0.1618","-0.0010","7.6042"
"","2.6000","0.0849","0.1631","-0.0011","7.6655"
"","2.6200","0.0855","0.1644","-0.0015","7.7244"
"","2.6400","0.0862","0.1656","-0.0018","7.7832"
"","2.6600","0.0868","0.1668","-0.0022","7.8384"
"","2.6800","0.0874","0.1679","-0.0026","7.8916"
"","2.7000","0.0881","0.1691","-0.0029","7.9484"
"","2.7200","0.0888","0.1704","-0.0033","8.0078"
"","2.7400","0.0894","0.1716","-0.0035","8.0647"
"","2.7600","0.0901","0.1729","-0.0014","8.1256"
"","2.7800","0.0908","0.1742","0.0002","8.1858"
"","2.8000","0.0914","0.1754","0.0005","8.2453"
"","2.8200","0.0921","0.1767","0.0000","8.3055"
"","2.8400","0.0928","0.1780","-0.0007","8.3653"
"","2.8600","0.0934","0.1792","-0.0011","8.4203"
"","2.8800","0.0940","0.1803","-0.0015","8.4755"
"","2.9000","0.0947","0.1815","-0.0020","8.5312"
"","2.9200","0.0954","0.1828","-0.0023","8.5925"
"","2.9400","0.0960","0.1841","-0.0025","8.6512"
"","2.9600","0.0967","0.1854","-0.0028","8.7134"
"","2.9800","0.0974","0.1867","-0.0033","8.7728"
"","3.0000","0.0981","0.1880","-0.0038","8.8336"
"","3.0200","0.0988","0.1893","-0.0030","8.8976"
"","3.0400","0.0995","0.1906","-0.0006","8.9602"
"","3.0600","0.1002","0.1919","0.0003","9.0208"
"","3.0800","0.1008","0.1932","0.0002","9.0791"
"","3.1000","0.1015","0.1944","-0.0005","9.1387"
"","3.1200","0.1021","0.1958","-0.0010","9.2013"
"","3.1400","0.1028","0.1970","-0.0016","9.2571"
"","3.1600","0.1034","0.1982","-0.0018","9.3129"
"","3.1800","0.1041","0.1993","-0.0021","9.3682"
"","3.2000","0.1048","0.2006","-0.0024","9.4299"
"","3.2200","0.1055","0.2021","-0.0027","9.4969"
"","3.2400","0.1062","0.2033","-0.0030","9.5561"
"","3.2600","0.1069","0.2047","-0.0034","9.6184"
"","3.2800","0.1075","0.2060","-0.0037","9.6821"
"","3.3000","0.1082","0.2073","-0.0015","9.7407"
"","3.3200","0.1088","0.2085","0.0001","9.7990"
"","3.3400","0.1095","0.2097","0.0004","9.8542"
"","3.3600","0.1101","0.2109","-0.0002","9.9110"
"","3.3800","0.1107","0.2121","-0.0008","9.9677"
"","3.4000","0.1113","0.2133","-0.0013","10.0252"
"","3.4200","0.1120","0.2146","-0.0016","10.0843"
"","3.4400","0.1127","0.2159","-0.0019","10.1482"
"","3.4600","0.1134","0.2172","-0.0020","10.2103"
"","3.4800","0.1141","0.2187","-0.0023","10.2764"
"","3.5000","0.1148","0.2200","-0.0027","10.3417"
"","3.5200","0.1155","0.2215","-0.0030","10.4087"
"","3.5400","0.1162","0.2228","-0.0034","10.4733"
"","3.5600","0.1169","0.2241","-0.0033","10.5304"
"","3.5800","0.1175","0.2253","-0.0010","10.5866"
"","3.6000","0.1182","0.2265","0.0004","10.6465"
"","3.6200","0.1188","0.2278","0.0004","10.7045"
"","3.6400","0.1194","0.2289","0.0000","10.7580"
"","3.6600","0.1201","0.2302","-0.0006","10.8175"
"","3.6800","0.1207","0.2314","-0.0009","10.8746"
"","3.7000","0.1214","0.2326","-0.0014","10.9313"
"","3.7200","0.1221","0.2340","-0.0018","10.9960"
"","3.7400","0.1228","0.2354","-0.0021","11.0621"
"","3.7600","0.1235","0.2368","-0.0023","11.1285"
"","3.7800","0.1242","0.2381","-0.0026","11.1913"
"","3.8000","0.1248","0.2393","-0.0028","11.2474"
"","3.8200","0.1255","0.2406","-0.0032","11.3064"
"","3.8400","0.1261","0.2418","-0.0031","11.3642"
"","3.8600","0.1268","0.2431","-0.0009","11.4234"
"","3.8800","0.1274","0.2443","0.0005","11.4812"
"","3.9000","0.1280","0.2455","0.0005","11.5374"
"","3.9200","0.1287","0.2467","-0.0001","11.5947"
"","3.9400","0.1293","0.2480","-0.0005","11.6549"
"","3.9600","0.1300","0.2494","-0.0009","11.7196"
"","3.9800","0.1307","0.2507","-0.0013","11.7828"
"","4.0000","0.1314","0.2521","-0.0016","11.8469"
"","4.0200","0.1321","0.2534","-0.0020","11.9085"
"","4.0400","0.1328","0.2547","-0.0024","11.9711"
"","4.0600","0.1335","0.2560","-0.0027","12.0307"
"","4.0800","0.1341","0.2572","-0.0029","12.0879"
"","4.1000","0.1348","0.2584","-0.0033","12.1454"
"","4.1200","0.1354","0.2596","-0.0024","12.2025"
"","4.1400","0.1361","0.2610","0.0000","12.2675"
"","4.1600","0.1367","0.2624","0.0009","12.3309"
"","4.1800","0.1374","0.2636","0.0005","12.3893"
"","4.2000","0.1381","0.2648","-0.0001","12.4474"
"","4.2200","0.1388","0.2661","-0.0005","12.5078"
"","4.2400","0.1395","0.2675","-0.0008","12.5740"
"","4.2600","0.1402","0.2690","-0.0013","12.6409"
"","4.2800","0.1409","0.2702","-0.0016","12.6994"
"","4.3000","0.1416","0.2715","-0.0018","12.7612"
"","4.3200","0.1422","0.2729","-0.0021","12.8240"
"","4.3400","0.1429","0.2741","-0.0024","12.8845"
"","4.3600","0.1435","0.2753","-0.0027","12.9409"
"","4.3800","0.1442","0.2765","-0.0030","12.9960"
"","4.4000","0.1448","0.2777","-0.0015","13.0530"
"","4.4200","0.1455","0.2791","0.0004","13.1156"
"","4.4400","0.1462","0.2804","0.0009","13.1763"
"","4.4600","0.1468","0.2816","0.0006","13.2332"
"","4.4800","0.1475","0.2829","0.0001","13.2937"
"","4.5000","0.1481","0.2841","-0.0003","13.3526"
"","4.5200","0.1488","0.2853","-0.0007","13.4091"
"","4.5400","0.1495","0.2866","-0.0010","13.4705"
"","4.5600","0.1501","0.2878","-0.0013","13.5258"
"","4.5800","0.1507","0.2890","-0.0016","13.5833"
"","4.6000","0.1514","0.2903","-0.0020","13.6416"
"","4.6200","0.1520","0.2915","-0.0024","13.7009"
"","4.6400","0.1527","0.2927","-0.0026","13.7586"
"","4.6600","0.1533","0.2940","-0.0026","13.8160"
"","4.6800","0.1540","0.2952","-0.0004","13.8760"
"","4.7000","0.1547","0.2965","0.0011","13.9370"
"","4.7200","0.1554","0.2979","0.0014","13.9989"
"","4.7400","0.1561","0.2992","0.0012","14.0631"
"","4.7600","0.1568","0.3006","0.0007","14.1263"
"","4.7800","0.1574","0.3017","0.0001","14.1799"
"","4.8000","0.1581","0.3030","-0.0002","14.2390"
"","4.8200","0.1587","0.3043","-0.0005","14.2997"
"","4.8400","0.1594","0.3055","-0.0008","14.3593"
"","4.8600","0.1601","0.3068","-0.0012","14.4190"
"","4.8800","0.1607","0.3080","-0.0015","14.4767"
"","4.9000","0.1614","0.3093","-0.0019","14.5352"
"","4.9200","0.1621","0.3107","-0.0022","14.6013"
"","4.9400","0.1628","0.3120","-0.0016","14.6647"
"","4.9600","0.1635","0.3133","0.0006","14.7243"
"","4.9800","0.1642","0.3146","0.0017","14.7843"
"","5.0000","0.1648","0.3158","0.0016","14.8427"
"","5.0200","0.1655","0.3171","0.0011","14.9011"
"","5.0400","0.1662","0.3183","0.0006","14.9595"
"","5.0600","0.1668","0.3195","0.0004","15.0181"
"","5.0800","0.1674","0.3207","0.0000","15.0734"
"","5.1000","0.1681","0.3219","-0.0005","15.1292"
"","5.1200","0.1687","0.3231","-0.0007","15.1852"
"","5.1400","0.1694","0.3243","-0.0010","15.2421"
"","5.1600","0.1701","0.3256","-0.0014","15.3003"
"","5.1800","0.1707","0.3269","-0.0015","15.3627"
"","5.2000","0.1714","0.3282","-0.0017","15.4270"
"","5.2200","0.1721","0.3295","-0.0006","15.4882"
"","5.2400","0.1728","0.3308","0.0016","15.5470"
"","5.2600","0.1735","0.3321","0.0023","15.6076"
"","5.2800","0.1741","0.3333","0.0020","15.6637"
"","5.3000","0.1748","0.3345","0.0015","15.7228"
"","5.3200","0.1754","0.3358","0.0010","15.7819"
"","5.3400","0.1761","0.3371","0.0006","15.8426"
"","5.3600","0.1768","0.3383","0.0003","15.8988"
"","5.3800","0.1775","0.3394","0.0000","15.9526"
"","5.4000","0.1781","0.3407","-0.0004","16.0124"
"","5.4200","0.1788","0.3420","-0.0008","16.0727"
"","5.4400","0.1795","0.3434","-0.0010","16.1373"
"","5.4600","0.1802","0.3448","-0.0014","16.2031"
"","5.4800","0.1809","0.3460","-0.0016","16.2617"
"","5.5000","0.1815","0.3472","0.0004","16.3155"
"","5.5200","0.1822","0.3484","0.0024","16.3738"
"","5.5400","0.1828","0.3495","0.0027","16.4278"
"","5.5600","0.1835","0.3507","0.0022","16.4813"
"","5.5800","0.1841","0.3519","0.0017","16.5371"
"","5.6000","0.1847","0.3531","0.0012","16.5928"
"","5.6200","0.1854","0.3543","0.0008","16.6496"
"","5.6400","0.1861","0.3555","0.0007","16.7090"
"","5.6600","0.1868","0.3567","0.0003","16.7659"
"","5.6800","0.1875","0.3580","-0.0001","16.8247"
"","5.7000","0.1881","0.3593","-0.0004","16.8879"
"","5.7200","0.1888","0.3605","-0.0006","16.9449"
"","5.7400","0.1895","0.3617","-0.0009","17.0010"
"","5.7600","0.1901","0.3628","-0.0010","17.0532"
"","5.7800","0.1907","0.3640","0.0013","17.1060"
"","5.8000","0.1914","0.3652","0.0028","17.1659"
"","5.8200","0.1920","0.3664","0.0031","17.2217"
"","5.8400","0.1927","0.3677","0.0027","17.2790"
"","5.8600","0.1933","0.3689","0.0023","17.3372"
"","5.8800","0.1940","0.3701","0.0020","17.3964"
"","5.9000","0.1947","0.3715","0.0016","17.4579"
"","5.9200","0.1954","0.3727","0.0011","17.5182"
"","5.9400","0.1962","0.3740","0.0009","17.5773"
"","5.9600","0.1969","0.3754","0.0004","17.6412"
"","5.9800","0.1975","0.3765","0.0002","17.6972"
"","6.0000","0.1982","0.3778","0.0001","17.7547"
"","6.0200","0.1988","0.3789","-0.0002","17.8099"
"","6.0400","0.1995","0.3801","-0.0006","17.8648"
"","6.0600","0.2001","0.3813","0.0016","17.9202"
"","6.0800","0.2007","0.3825","0.0032","17.9754"
"","6.1000","0.2014","0.3837","0.0035","18.0317"
"","6.1200","0.2021","0.3849","0.0032","18.0912"
"","6.1400","0.2028","0.3862","0.0028","18.1518"
"","6.1600","0.2035","0.3874","0.0023","18.2092"
"","6.1800","0.2042","0.3887","0.0021","18.2669"
"","6.2000","0.2049","0.3899","0.0017","18.3246"
"","6.2200","0.2055","0.3911","0.0014","18.3823"
"","6.2400","0.2062","0.3923","0.0013","18.4388"
"","6.2600","0.2068","0.3935","0.0009","18.4925"
"","6.2800","0.2075","0.3945","0.0007","18.5417"
"","6.3000","0.2081","0.3957","0.0005","18.5965"
"","6.3200","0.2087","0.3969","0.0003","18.6540"
"","6.3400","0.2094","0.3981","0.0023","18.7096"
"","6.3600","0.2100","0.3992","0.0041","18.7625"
"","6.3800","0.2107","0.4004","0.0047","18.8173"
"","6.4000","0.2114","0.4016","0.0044","18.8730"
"","6.4200","0.2121","0.4028","0.0042","18.9313"
"","6.4400","0.2128","0.4041","0.0038","18.9917"
"","6.4600","0.2134","0.4054","0.0031","19.0513"
"","6.4800","0.2141","0.4064","0.0029","19.1009"
"","6.5000","0.2147","0.4075","0.0027","19.1529"
