1,Time,Displacement,Force,Tensile strain (Strain 1),Tensile stress
,(s),(mm),(kN),(%),(MPa)
"","24.5000","0.8148","1.0850","0.2261","47.3471"
"","24.5200","0.8154","1.0854","0.2263","47.3636"
"","24.5400","0.8161","1.0859","0.2264","47.3876"
"","24.5600","0.8167","1.0865","0.2264","47.4128"
"","24.5800","0.8174","1.0871","0.2264","47.4388"
"","24.6000","0.8181","1.0878","0.2265","47.4695"
"","24.6200","0.8188","1.0884","0.2270","47.4949"
"","24.6400","0.8194","1.0889","0.2275","47.5178"
"","24.6600","0.8201","1.0896","0.2277","47.5461"
"","24.6800","0.8208","1.0902","0.2277","47.5727"
"","24.7000","0.8214","1.0906","0.2278","47.5932"
"","24.7200","0.8221","1.0912","0.2278","47.6156"
"","24.7400","0.8228","1.0917","0.2278","47.6412"
"","24.7600","0.8234","1.0923","0.2279","47.6659"
"","24.7800","0.8241","1.0929","0.2281","47.6930"
"","24.8000","0.8248","1.0935","0.2281","47.7180"
"","24.8200","0.8254","1.0941","0.2282","47.7422"
"","24.8400","0.8261","1.0947","0.2283","47.7719"
"","24.8600","0.8268","1.0954","0.2286","47.7989"
"","24.8800","0.8275","1.0959","0.2291","47.8239"
"","24.9000","0.8282","1.0965","0.2294","47.8483"
"","24.9200","0.8288","1.0971","0.2294","47.8746"
"","24.9400","0.8295","1.0976","0.2294","47.8963"
"","24.9600","0.8301","1.0981","0.2294","47.9187"
"","24.9800","0.8308","1.0987","0.2293","47.9442"
"","25.0000","0.8314","1.0992","0.2294","47.9653"
"","25.0200","0.8321","1.0997","0.2297","47.9877"
"","25.0400","0.8327","1.1002","0.2298","48.0096"
"","25.0600","0.8334","1.1007","0.2298","48.0331"
"","25.0800","0.8341","1.1014","0.2300","48.0612"
"","25.1000","0.8348","1.1020","0.2301","48.0878"
"","25.1200","0.8354","1.1026","0.2306","48.1143"
"","25.1400","0.8361","1.1031","0.2309","48.1365"
"","25.1600","0.8368","1.1036","0.2311","48.1578"
"","25.1800","0.8374","1.1042","0.2310","48.1824"
"","25.2000","0.8380","1.1047","0.2313","48.2055"
"","25.2200","0.8387","1.1051","0.2315","48.2240"
"","25.2400","0.8393","1.1057","0.2314","48.2484"
"","25.2600","0.8400","1.1062","0.2313","48.2738"
"","25.2800","0.8407","1.1069","0.2312","48.3016"
"","25.3000","0.8414","1.1076","0.2315","48.3328"
"","25.3200","0.8421","1.1082","0.2316","48.3585"
"","25.3400","0.8428","1.1088","0.2317","48.3843"
"","25.3600","0.8435","1.1094","0.2321","48.4133"
"","25.3800","0.8442","1.1100","0.2326","48.4396"
"","25.4000","0.8449","1.1107","0.2329","48.4662"
"","25.4200","0.8455","1.1112","0.2328","48.4906"
"","25.4400","0.8462","1.1117","0.2328","48.5129"
"","25.4600","0.8468","1.1122","0.2330","48.5351"
"","25.4800","0.8475","1.1127","0.2331","48.5564"
"","25.5000","0.8481","1.1132","0.2332","48.5778"
"","25.5200","0.8488","1.1138","0.2331","48.6039"
"","25.5400","0.8495","1.1144","0.2332","48.6310"
"","25.5600","0.8502","1.1151","0.2333","48.6588"
"","25.5800","0.8509","1.1156","0.2334","48.6830"
"","25.6000","0.8516","1.1162","0.2335","48.7079"
"","25.6200","0.8522","1.1168","0.2340","48.7341"
"","25.6400","0.8529","1.1173","0.2343","48.7578"
"","25.6600","0.8536","1.1178","0.2346","48.7795"
"","25.6800","0.8542","1.1184","0.2347","48.8050"
"","25.7000","0.8548","1.1188","0.2347","48.8227"
"","25.7200","0.8554","1.1193","0.2348","48.8422"
"","25.7400","0.8561","1.1198","0.2348","48.8632"
"","25.7600","0.8567","1.1203","0.2347","48.8862"
"","25.7800","0.8574","1.1209","0.2348","48.9120"
"","25.8000","0.8581","1.1215","0.2348","48.9407"
"","25.8200","0.8587","1.1220","0.2348","48.9633"
"","25.8400","0.8594","1.1227","0.2350","48.9900"
"","25.8600","0.8601","1.1232","0.2354","49.0158"
"","25.8800","0.8608","1.1238","0.2360","49.0392"
"","25.9000","0.8614","1.1243","0.2363","49.0622"
"","25.9200","0.8620","1.1248","0.2363","49.0813"
"","25.9400","0.8627","1.1252","0.2364","49.0998"
"","25.9600","0.8634","1.1258","0.2364","49.1266"
"","25.9800","0.8640","1.1264","0.2363","49.1516"
"","26.0000","0.8647","1.1269","0.2363","49.1738"
"","26.0200","0.8654","1.1275","0.2363","49.1997"
"","26.0400","0.8660","1.1281","0.2365","49.2261"
"","26.0600","0.8668","1.1287","0.2367","49.2533"
"","26.0800","0.8675","1.1294","0.2368","49.2847"
"","26.1000","0.8682","1.1300","0.2368","49.3100"
"","26.1200","0.8688","1.1305","0.2374","49.3306"
"","26.1400","0.8695","1.1310","0.2379","49.3533"
"","26.1600","0.8701","1.1315","0.2379","49.3774"
"","26.1800","0.8708","1.1320","0.2381","49.3990"
"","26.2000","0.8714","1.1325","0.2381","49.4200"
"","26.2200","0.8721","1.1330","0.2382","49.4429"
"","26.2400","0.8727","1.1337","0.2382","49.4723"
"","26.2600","0.8734","1.1343","0.2383","49.4999"
"","26.2800","0.8741","1.1349","0.2383","49.5254"
"","26.3000","0.8748","1.1355","0.2383","49.5518"
"","26.3200","0.8755","1.1361","0.2385","49.5766"
"","26.3400","0.8761","1.1366","0.2385","49.5970"
"","26.3600","0.8768","1.1371","0.2388","49.6199"
"","26.3800","0.8775","1.1377","0.2392","49.6460"
"","26.4000","0.8781","1.1382","0.2395","49.6691"
"","26.4200","0.8787","1.1387","0.2394","49.6882"
"","26.4400","0.8793","1.1391","0.2396","49.7093"
"","26.4600","0.8800","1.1398","0.2396","49.7368"
"","26.4800","0.8807","1.1403","0.2397","49.7608"
"","26.5000","0.8814","1.1409","0.2397","49.7841"
"","26.5200","0.8821","1.1414","0.2398","49.8090"
"","26.5400","0.8828","1.1421","0.2400","49.8382"
"","26.5600","0.8835","1.1428","0.2401","49.8680"
"","26.5800","0.8842","1.1435","0.2402","49.8989"
"","26.6000","0.8849","1.1441","0.2404","49.9249"
"","26.6200","0.8855","1.1445","0.2409","49.9429"
"","26.6400","0.8862","1.1450","0.2412","49.9631"
"","26.6600","0.8868","1.1455","0.2413","49.9866"
"","26.6800","0.8875","1.1460","0.2415","50.0098"
"","26.7000","0.8881","1.1465","0.2415","50.0296"
"","26.7200","0.8887","1.1469","0.2416","50.0494"
"","26.7400","0.8894","1.1475","0.2415","50.0753"
"","26.7600","0.8901","1.1483","0.2417","50.1070"
"","26.7800","0.8908","1.1489","0.2418","50.1335"
"","26.8000","0.8915","1.1495","0.2419","50.1614"
"","26.8200","0.8922","1.1501","0.2420","50.1873"
"","26.8400","0.8928","1.1506","0.2420","50.2078"
"","26.8600","0.8935","1.1511","0.2421","50.2301"
"","26.8800","0.8941","1.1516","0.2426","50.2529"
"","26.9000","0.8948","1.1520","0.2430","50.2715"
"","26.9200","0.8954","1.1525","0.2432","50.2915"
"","26.9400","0.8960","1.1529","0.2432","50.3109"
"","26.9600","0.8966","1.1535","0.2431","50.3337"
"","26.9800","0.8973","1.1541","0.2432","50.3623"
"","27.0000","0.8980","1.1547","0.2434","50.3884"
"","27.0200","0.8987","1.1553","0.2435","50.4126"
"","27.0400","0.8994","1.1558","0.2435","50.4382"
"","27.0600","0.9001","1.1565","0.2437","50.4654"
"","27.0800","0.9008","1.1570","0.2438","50.4895"
"","27.1000","0.9014","1.1577","0.2440","50.5180"
"","27.1200","0.9021","1.1582","0.2444","50.5394"
"","27.1400","0.9027","1.1588","0.2446","50.5655"
"","27.1600","0.9034","1.1593","0.2446","50.5889"
"","27.1800","0.9041","1.1598","0.2448","50.6127"
"","27.2000","0.9048","1.1603","0.2450","50.6334"
"","27.2200","0.9054","1.1608","0.2449","50.6547"
"","27.2400","0.9061","1.1613","0.2450","50.6763"
"","27.2600","0.9068","1.1621","0.2451","50.7090"
"","27.2800","0.9075","1.1627","0.2452","50.7384"
"","27.3000","0.9082","1.1633","0.2454","50.7652"
"","27.3200","0.9089","1.1639","0.2455","50.7880"
"","27.3400","0.9095","1.1644","0.2454","50.8105"
"","27.3600","0.9102","1.1649","0.2458","50.8342"
"","27.3800","0.9108","1.1656","0.2462","50.8635"
"","27.4000","0.9115","1.1660","0.2464","50.8829"
"","27.4200","0.9121","1.1665","0.2467","50.9023"
"","27.4400","0.9128","1.1670","0.2468","50.9251"
"","27.4600","0.9135","1.1676","0.2468","50.9494"
"","27.4800","0.9142","1.1682","0.2467","50.9778"
"","27.5000","0.9148","1.1688","0.2469","51.0048"
"","27.5200","0.9155","1.1694","0.2470","51.0279"
"","27.5400","0.9162","1.1698","0.2470","51.0470"
"","27.5600","0.9168","1.1704","0.2471","51.0719"
"","27.5800","0.9175","1.1708","0.2472","51.0911"
"","27.6000","0.9181","1.1713","0.2473","51.1142"
"","27.6200","0.9187","1.1719","0.2478","51.1383"
"","27.6400","0.9193","1.1724","0.2482","51.1595"
"","27.6600","0.9200","1.1729","0.2484","51.1830"
"","27.6800","0.9206","1.1734","0.2485","51.2052"
"","27.7000","0.9213","1.1739","0.2485","51.2274"
"","27.7200","0.9220","1.1745","0.2484","51.2506"
"","27.7400","0.9226","1.1751","0.2485","51.2769"
"","27.7600","0.9234","1.1757","0.2486","51.3060"
"","27.7800","0.9241","1.1764","0.2487","51.3365"
"","27.8000","0.9248","1.1770","0.2489","51.3601"
"","27.8200","0.9254","1.1775","0.2489","51.3820"
"","27.8400","0.9261","1.1779","0.2490","51.4018"
"","27.8600","0.9267","1.1785","0.2491","51.4264"
"","27.8800","0.9274","1.1790","0.2496","51.4480"
"","27.9000","0.9280","1.1795","0.2499","51.4706"
"","27.9200","0.9287","1.1800","0.2501","51.4923"
"","27.9400","0.9293","1.1806","0.2501","51.5177"
"","27.9600","0.9301","1.1812","0.2501","51.5451"
"","27.9800","0.9308","1.1819","0.2502","51.5747"
"","28.0000","0.9315","1.1825","0.2502","51.6010"
"","28.0200","0.9322","1.1831","0.2503","51.6271"
"","28.0400","0.9329","1.1837","0.2505","51.6515"
"","28.0600","0.9335","1.1842","0.2507","51.6738"
"","28.0800","0.9342","1.1847","0.2507","51.6980"
"","28.1000","0.9348","1.1852","0.2508","51.7199"
"","28.1200","0.9355","1.1857","0.2514","51.7396"
"","28.1400","0.9361","1.1861","0.2515","51.7575"
"","28.1600","0.9367","1.1866","0.2515","51.7800"
"","28.1800","0.9374","1.1871","0.2515","51.8030"
